,Race,Execution Method,State,Sex,Year,Month,Day,Crimes Committed
490,Black,Lethal Injection,Virginia,Male,1998,12,03,1
491,Black,Lethal Injection,South Carolina,Male,1998,12,04,1
492,Black,Lethal Injection,South Carolina,Male,1998,12,04,1
493,White,Lethal Injection,Texas,Male,1998,12,07,1
494,White,Lethal Injection,Texas,Male,1998,12,08,1
495,Asian,Lethal Injection,Oklahoma,Male,1998,12,10,1
496,Black,Lethal Injection,South Carolina,Male,1998,12,11,1
497,Black,Lethal Injection,Texas,Male,1998,12,15,1
498,White,Lethal Injection,Oklahoma,Male,1998,12,17,1
499,Black,Lethal Injection,South Carolina,Male,1998,12,18,1
500,White,Lethal Injection,Texas,Male,1999,01,05,1
501,Native American,Lethal Injection,Oklahoma,Male,1999,01,07,1
502,Black,Lethal Injection,South Carolina,Male,1999,01,08,1
503,Black,Lethal Injection,Louisiana,Male,1999,01,08,1
504,Black,Lethal Injection,Missouri,Male,1999,01,13,1
505,White,Lethal Injection,Arizona,Male,1999,01,13,1
506,White,Lethal Injection,Texas,Male,1999,01,13,1
507,Black,Lethal Injection,Virginia,Male,1999,01,20,1
508,White,Lethal Injection,South Carolina,Male,1999,01,22,1
509,Latino,Lethal Injection,Texas,Male,1999,01,26,1
510,Native American,Lethal Injection,Arizona,Male,1999,02,03,1
511,White,Lethal Injection,Oklahoma,Male,1999,02,04,1
512,White,Lethal Injection,Virginia,Male,1999,02,04,1
513,Asian,Lethal Injection,California,Male,1999,02,09,1
514,Latino,Lethal Injection,Texas,Male,1999,02,10,1
515,White,Lethal Injection,Texas,Male,1999,02,11,1
516,Latino,Lethal Injection,Texas,Male,1999,02,16,1
517,White,Lethal Injection,Arkansas,Male,1999,02,16,1
518,White,Lethal Injection,Ohio,Male,1999,02,19,1
519,White,Lethal Injection,Missouri,Male,1999,02,24,1
520,Black,Lethal Injection,Texas,Male,1999,02,24,1
521,White,Lethal Injection,Arizona,Male,1999,02,24,1
522,White,Gas,Arizona,Male,1999,03,03,1
523,White,Lethal Injection,Virginia,Male,1999,03,09,1
524,White,Lethal Injection,Missouri,Male,1999,03,10,1
525,White,Lethal Injection,Illinois,Male,1999,03,17,1
526,White,Lethal Injection,Virginia,Male,1999,03,25,1
527,Black,Lethal Injection,Texas,Male,1999,03,26,1
528,White,Lethal Injection,North Carolina,Male,1999,03,26,1
529,White,Lethal Injection,Texas,Male,1999,03,30,1
530,Asian,Lethal Injection,Nevada,Male,1999,04,05,1
531,White,Lethal Injection,Arkansas,Male,1999,04,12,1
532,Black,Lethal Injection,Virginia,Male,1999,04,13,1
533,Black,Lethal Injection,Missouri,Male,1999,04,14,1
534,White,Lethal Injection,Virginia,Male,1999,04,20,1
535,White,Lethal Injection,Delaware,Male,1999,04,23,1
536,Black,Lethal Injection,Missouri,Male,1999,04,28,1
537,White,Lethal Injection,Texas,Male,1999,04,28,1
538,White,Lethal Injection,Virginia,Male,1999,04,28,1
539,White,Lethal Injection,Virginia,Male,1999,04,29,1
540,Black,Lethal Injection,California,Male,1999,05,04,1
541,Latino,Lethal Injection,Texas,Male,1999,05,04,1
542,White,Lethal Injection,Arizona,Male,1999,05,05,1
543,Black,Lethal Injection,Texas,Male,1999,05,05,1
544,White,Lethal Injection,Kentucky,Male,1999,05,25,1
545,Black,Lethal Injection,Missouri,Male,1999,05,26,1
546,White,Lethal Injection,Texas,Male,1999,06,01,1
547,White,Lethal Injection,Oklahoma,Male,1999,06,03,1
548,Black,Lethal Injection,Missouri,Male,1999,06,16,1
549,White,Lethal Injection,Arizona,Male,1999,06,16,1
550,White,Lethal Injection,Texas,Male,1999,06,17,1
551,Black,Electrocution,Alabama,Male,1999,06,18,1
552,White,Lethal Injection,Missouri,Male,1999,06,30,1
553,White,Lethal Injection,Texas,Male,1999,07,01,1
554,White,Lethal Injection,Pennsylvania,Male,1999,07,06,1
555,Black,Lethal Injection,Texas,Male,1999,07,07,1
556,White,Lethal Injection,Oklahoma,Male,1999,07,08,1
557,White,Electrocution,Florida,Male,1999,07,08,1
558,White,Lethal Injection,Virginia,Male,1999,07,21,1
559,White,Lethal Injection,Texas,Male,1999,08,04,1
560,Black,Lethal Injection,Texas,Male,1999,08,05,1
561,Black,Electrocution,Alabama,Male,1999,08,06,1
562,Black,Lethal Injection,Texas,Male,1999,08,10,1
563,White,Lethal Injection,Texas,Male,1999,08,11,1
564,Black,Lethal Injection,Virginia,Male,1999,08,17,1
565,Latino,Lethal Injection,Texas,Male,1999,08,18,1
566,White,Lethal Injection,Missouri,Male,1999,09,01,1
567,Black,Lethal Injection,Texas,Male,1999,09,01,1
568,White,Lethal Injection,Arkansas,Male,1999,09,08,1
569,White,Lethal Injection,Arkansas,Male,1999,09,08,1
570,Black,Lethal Injection,Texas,Male,1999,09,10,1
571,Black,Lethal Injection,Texas,Male,1999,09,14,1
572,White,Lethal Injection,Virginia,Male,1999,09,16,1
573,White,Lethal Injection,Texas,Male,1999,09,21,1
574,Black,Lethal Injection,Delaware,Male,1999,09,24,1
575,Black,Lethal Injection,North Carolina,Male,1999,09,24,1
576,White,Lethal Injection,Texas,Male,1999,10,12,1
577,White,Lethal Injection,Texas,Male,1999,10,14,1
578,White,Lethal Injection,Utah,Male,1999,10,15,1
579,Black,Lethal Injection,Virginia,Male,1999,10,19,1
580,White,Lethal Injection,North Carolina,Male,1999,10,21,1
581,Latino,Lethal Injection,Arizona,Male,1999,10,27,1
582,Native American,Lethal Injection,Texas,Male,1999,10,28,1
583,Black,Lethal Injection,Virginia,Male,1999,11,09,1
584,Black,Lethal Injection,South Carolina,Male,1999,11,12,1
585,Black,Lethal Injection,Texas,Male,1999,11,16,1
586,White,Lethal Injection,Texas,Male,1999,11,17,1
587,Latino,Lethal Injection,Texas,Male,1999,11,18,1
588,Black,Lethal Injection,North Carolina,Male,1999,11,19,1
589,Black,Lethal Injection,Oklahoma,Male,1999,12,02,1
590,White,Lethal Injection,South Carolina,Male,1999,12,03,1
591,White,Lethal Injection,Texas,Male,1999,12,08,1
592,Black,Lethal Injection,Oklahoma,Male,1999,12,09,1
593,White,Lethal Injection,Indiana,Male,1999,12,09,1
594,White,Lethal Injection,Texas,Male,1999,12,09,1
595,Black,Lethal Injection,Virginia,Male,1999,12,09,1
596,White,Lethal Injection,Texas,Male,1999,12,14,1
597,Black,Lethal Injection,Texas,Male,1999,12,15,1
598,Black,Lethal Injection,Oklahoma,Male,2000,01,06,1
599,White,Electrocution,Alabama,Male,2000,01,07,1
600,White,Lethal Injection,Virginia,Male,2000,01,10,1
601,White,Lethal Injection,Texas,Male,2000,01,12,1
602,White,Lethal Injection,Oklahoma,Male,2000,01,13,1
603,White,Lethal Injection,Virginia,Male,2000,01,13,1
604,White,Lethal Injection,Texas,Male,2000,01,18,1
605,Black,Lethal Injection,Texas,Male,2000,01,20,1
606,White,Lethal Injection,Texas,Male,2000,01,21,1
607,White,Lethal Injection,Texas,Male,2000,01,24,1
608,Black,Lethal Injection,Texas,Male,2000,01,25,1
609,White,Lethal Injection,Texas,Male,2000,01,27,1
610,Black,Lethal Injection,Oklahoma,Male,2000,02,10,1
611,White,Lethal Injection,Arizona,Male,2000,02,16,1
612,White,Lethal Injection,Florida,Male,2000,02,23,1
613,Black,Lethal Injection,Texas,Male,2000,02,23,1
614,White,Lethal Injection,Florida,Male,2000,02,24,1
615,White,Lethal Injection,Texas,Female,2000,02,24,1
616,Black,Lethal Injection,Texas,Male,2000,03,01,1
617,Black,Electrocution,Alabama,Male,2000,03,03,1
618,Black,Lethal Injection,Texas,Male,2000,03,14,1
619,Native American,Lethal Injection,California,Male,2000,03,15,1
620,White,Lethal Injection,Arizona,Male,2000,03,15,1
621,White,Lethal Injection,Texas,Male,2000,03,15,1
622,Black,Lethal Injection,Virginia,Male,2000,03,16,1
623,White,Lethal Injection,Missouri,Male,2000,03,22,1
624,Black,Lethal Injection,Oklahoma,Male,2000,03,23,1
625,Black,Electrocution,Alabama,Male,2000,04,14,1
626,White,Lethal Injection,Tennessee,Male,2000,04,19,1
627,Black,Lethal Injection,Oklahoma,Male,2000,04,27,1
628,White,Lethal Injection,Arkansas,Female,2000,05,02,1
629,Black,Lethal Injection,Texas,Male,2000,05,04,1
630,White,Lethal Injection,Texas,Male,2000,05,09,1
631,White,Lethal Injection,Texas,Male,2000,05,11,1
632,Black,Lethal Injection,Texas,Male,2000,05,23,1
633,White,Lethal Injection,Texas,Male,2000,05,24,1
634,Black,Lethal Injection,Oklahoma,Male,2000,05,25,1
635,Black,Lethal Injection,Texas,Male,2000,05,25,1
637,Native American,Lethal Injection,Oklahoma,Male,2000,06,01,1
638,Black,Electrocution,Alabama,Male,2000,06,02,1
639,Black,Lethal Injection,Louisiana,Male,2000,06,06,1
640,Black,Lethal Injection,Florida,Male,2000,06,07,1
641,White,Lethal Injection,Oklahoma,Male,2000,06,08,1
642,White,Lethal Injection,Texas,Male,2000,06,12,1
643,Black,Lethal Injection,Texas,Male,2000,06,14,1
644,Black,Lethal Injection,Oklahoma,Male,2000,06,15,1
645,Latino,Lethal Injection,Texas,Male,2000,06,15,1
646,White,Lethal Injection,Florida,Male,2000,06,21,1
647,Black,Lethal Injection,Texas,Male,2000,06,22,1
648,White,Lethal Injection,Missouri,Male,2000,06,28,1
649,Latino,Lethal Injection,Texas,Male,2000,06,29,1
650,White,Electrocution,Virginia,Male,2000,07,06,1
651,White,Lethal Injection,Texas,Male,2000,07,12,1
652,White,Lethal Injection,Oklahoma,Male,2000,07,20,1
653,Latino,Lethal Injection,Texas,Male,2000,07,26,1
654,Black,Lethal Injection,Texas,Male,2000,08,09,1
655,Latino,Lethal Injection,Texas,Male,2000,08,09,1
656,White,Lethal Injection,Oklahoma,Male,2000,08,10,1
657,Black,Lethal Injection,Texas,Male,2000,08,16,1
658,White,Lethal Injection,Texas,Male,2000,08,22,1
659,White,Lethal Injection,Texas,Male,2000,08,23,1
660,White,Lethal Injection,Florida,Male,2000,08,25,1
661,White,Lethal Injection,Missouri,Male,2000,08,30,1
662,Black,Lethal Injection,Texas,Male,2000,08,30,1
663,White,Lethal Injection,Virginia,Male,2000,08,30,1
664,Black,Lethal Injection,Missouri,Male,2000,09,13,1
665,White,Lethal Injection,Virginia,Male,2000,09,14,1
666,White,Lethal Injection,Texas,Male,2000,09,27,1
667,Black,Lethal Injection,Virginia,Male,2000,10,10,1
668,White,Lethal Injection,Texas,Male,2000,11,01,1
669,Black,Lethal Injection,South Carolina,Male,2000,11,03,1
670,White,Lethal Injection,Arizona,Male,2000,11,08,1
671,Black,Lethal Injection,North Carolina,Male,2000,11,09,1
672,Latino,Lethal Injection,Texas,Male,2000,11,09,1
673,Black,Lethal Injection,Texas,Male,2000,11,14,1
674,White,Lethal Injection,Missouri,Male,2000,11,15,1
675,Black,Lethal Injection,Texas,Male,2000,11,15,1
676,Black,Lethal Injection,Delaware,Male,2000,11,17,1
677,White,Lethal Injection,Texas,Male,2000,12,05,1
678,White,Lethal Injection,Texas,Male,2000,12,06,1
679,Black,Lethal Injection,Virginia,Male,2000,12,06,1
680,Latino,Lethal Injection,Florida,Male,2000,12,07,1
681,White,Lethal Injection,Texas,Male,2000,12,07,1
682,Black,Lethal Injection,Arkansas,Male,2000,12,19,1
683,White,Lethal Injection,Texas,Male,2001,01,09,1
684,Black,Lethal Injection,Oklahoma,Male,2001,01,09,1
685,White,Lethal Injection,Florida,Male,2001,01,11,1
686,Black,Lethal Injection,Oklahoma,Female,2001,01,11,1
687,White,Lethal Injection,Oklahoma,Male,2001,01,16,1
688,White,Lethal Injection,Texas,Male,2001,01,18,1
689,Native American,Lethal Injection,Oklahoma,Male,2001,01,18,1
690,White,Lethal Injection,Oklahoma,Male,2001,01,23,1
691,White,Lethal Injection,Oklahoma,Male,2001,01,25,1
692,Black,Lethal Injection,Texas,Male,2001,01,29,1
693,White,Lethal Injection,Oklahoma,Male,2001,01,30,1
694,White,Lethal Injection,Oklahoma,Male,2001,02,01,1
695,White,Lethal Injection,Missouri,Male,2001,02,07,1
696,Latino,Lethal Injection,Texas,Male,2001,02,08,1
697,White,Lethal Injection,Virginia,Male,2001,03,01,1
698,White,Lethal Injection,Oklahoma,Male,2001,03,01,1
699,White,Lethal Injection,Texas,Male,2001,03,07,1
700,Black,Lethal Injection,North Carolina,Male,2001,03,09,1
701,White,Lethal Injection,Indiana,Male,2001,03,14,1
702,White,Lethal Injection,California,Male,2001,03,27,1
703,White,Lethal Injection,Oklahoma,Male,2001,03,27,1
704,White,Lethal Injection,Missouri,Male,2001,03,28,1
705,White,Lethal Injection,Texas,Male,2001,04,03,1
706,White,Lethal Injection,Nevada,Male,2001,04,21,1
707,Black,Lethal Injection,Missouri,Male,2001,04,25,1
708,Black,Lethal Injection,Texas,Male,2001,04,25,1
709,White,Lethal Injection,Delaware,Male,2001,04,26,1
710,White,Lethal Injection,Oklahoma,Female,2001,05,01,1
711,White,Lethal Injection,Arkansas,Male,2001,05,08,1
712,Native American,Lethal Injection,Oklahoma,Male,2001,05,22,1
713,Black,Lethal Injection,Missouri,Male,2001,05,23,1
714,Black,Lethal Injection,Delaware,Male,2001,05,25,1
715,Black,Lethal Injection,Oklahoma,Male,2001,05,29,1
716,White,Lethal Injection,Federal,Male,2001,06,11,1
717,White,Lethal Injection,Texas,Male,2001,06,13,1
718,Black,Lethal Injection,Ohio,Male,2001,06,14,1
719,Latino,Lethal Injection,Federal,Male,2001,06,19,1
720,Black,Lethal Injection,Texas,Male,2001,06,26,1
721,White,Lethal Injection,Indiana,Male,2001,06,27,1
722,Black,Lethal Injection,Missouri,Male,2001,07,11,1
723,White,Lethal Injection,Texas,Male,2001,07,11,1
724,Native American,Lethal Injection,Oklahoma,Male,2001,07,17,1
725,White,Lethal Injection,Texas,Male,2001,08,08,1
726,White,Lethal Injection,Texas,Male,2001,08,16,1
727,White,Lethal Injection,North Carolina,Male,2001,08,24,1
728,White,Lethal Injection,Washington,Male,2001,08,28,1
729,White,Lethal Injection,Oklahoma,Male,2001,08,28,1
730,White,Lethal Injection,North Carolina,Male,2001,08,31,1
731,White,Lethal Injection,Texas,Male,2001,09,18,1
733,Black,Lethal Injection,North Carolina,Male,2001,10,12,1
734,White,Lethal Injection,Virginia,Male,2001,10,18,1
735,White,Lethal Injection,Oklahoma,Male,2001,10,18,1
736,Black,Lethal Injection,Texas,Male,2001,10,22,1
737,White,Lethal Injection,Missouri,Male,2001,10,24,1
738,White,Lethal Injection,Georgia,Male,2001,10,25,1
739,Black,Lethal Injection,Georgia,Male,2001,11,06,1
740,White,Lethal Injection,New Mexico,Male,2001,11,06,1
741,White,Lethal Injection,Texas,Male,2001,11,14,1
742,White,Lethal Injection,Georgia,Male,2001,11,15,1
743,Black,Lethal Injection,Texas,Male,2001,11,15,1
744,White,Lethal Injection,North Carolina,Male,2001,11,30,1
745,White,Lethal Injection,Oklahoma,Female,2001,12,04,1
746,Other Race,Lethal Injection,Oklahoma,Male,2001,12,06,1
747,White,Lethal Injection,Georgia,Male,2001,12,11,1
748,Black,Lethal Injection,Texas,Male,2001,12,12,1
749,White,Lethal Injection,Missouri,Male,2002,01,09,1
750,White,Lethal Injection,Texas,Male,2002,01,09,1
751,Black,Lethal Injection,Texas,Male,2002,01,16,1
752,White,Lethal Injection,Georgia,Male,2002,01,24,1
753,White,Lethal Injection,California,Male,2002,01,29,1
754,White,Lethal Injection,Oklahoma,Male,2002,01,29,1
755,Black,Lethal Injection,Texas,Male,2002,01,30,1
756,White,Lethal Injection,Texas,Male,2002,01,31,1
757,White,Lethal Injection,Oklahoma,Male,2002,01,31,1
758,Black,Lethal Injection,Missouri,Male,2002,02,06,1
759,White,Lethal Injection,Ohio,Male,2002,02,19,1
760,White,Lethal Injection,Texas,Male,2002,02,28,1
761,White,Lethal Injection,Missouri,Male,2002,03,06,1
762,Black,Lethal Injection,Texas,Male,2002,03,07,1
763,White,Lethal Injection,Georgia,Male,2002,03,12,1
764,White,Lethal Injection,Virginia,Male,2002,03,14,1
765,White,Lethal Injection,Virginia,Male,2002,04,02,1
766,White,Lethal Injection,Missouri,Male,2002,04,10,1
767,Latino,Lethal Injection,Texas,Male,2002,04,10,1
768,Black,Lethal Injection,Texas,Male,2002,04,11,1
769,White,Lethal Injection,Texas,Male,2002,04,18,1
770,Black,Lethal Injection,Ohio,Male,2002,04,26,1
771,Latino,Lethal Injection,Texas,Male,2002,04,30,1
772,White,Lethal Injection,South Carolina,Male,2002,05,03,1
773,Black,Lethal Injection,Texas,Male,2002,05,09,1
774,White,Electrocution,Alabama,Female,2002,05,10,1
775,White,Lethal Injection,Louisiana,Male,2002,05,10,1
776,White,Lethal Injection,Texas,Male,2002,05,16,1
777,Latino,Lethal Injection,Texas,Male,2002,05,22,1
778,Black,Lethal Injection,Texas,Male,2002,05,28,1
779,White,Lethal Injection,Texas,Male,2002,05,30,1
780,Black,Lethal Injection,Virginia,Male,2002,06,12,1
781,White,Lethal Injection,Texas,Male,2002,06,13,1
782,White,Lethal Injection,Texas,Male,2002,06,25,1
783,Black,Lethal Injection,Texas,Male,2002,06,26,1
784,White,Lethal Injection,Mississippi,Male,2002,07,17,1
785,White,Lethal Injection,Oklahoma,Male,2002,07,23,1
786,White,Lethal Injection,Oklahoma,Male,2002,07,30,1
787,White,Lethal Injection,Texas,Male,2002,08,07,1
788,Black,Lethal Injection,Texas,Male,2002,08,08,1
789,Latino,Lethal Injection,Texas,Male,2002,08,14,1
790,White,Lethal Injection,Missouri,Male,2002,08,14,1
791,White,Lethal Injection,Georgia,Male,2002,08,16,1
792,White,Lethal Injection,Texas,Male,2002,08,20,1
793,Black,Lethal Injection,South Carolina,Male,2002,08,23,1
794,Black,Lethal Injection,Texas,Male,2002,08,28,1
795,Black,Lethal Injection,Texas,Male,2002,09,10,1
796,White,Lethal Injection,South Carolina,Male,2002,09,13,1
797,White,Lethal Injection,Texas,Male,2002,09,17,1
798,White,Lethal Injection,Texas,Male,2002,09,18,1
799,White,Lethal Injection,Texas,Male,2002,09,24,1
800,White,Lethal Injection,Ohio,Male,2002,09,25,1
801,Black,Lethal Injection,Texas,Male,2002,09,25,1
802,White,Lethal Injection,Texas,Male,2002,10,01,1
803,Latino,Lethal Injection,Florida,Male,2002,10,02,1
804,White,Lethal Injection,Florida,Female,2002,10,09,1
805,White,Lethal Injection,Georgia,Male,2002,11,13,1
806,Other Race,Lethal Injection,Virginia,Male,2002,11,14,1
807,White,Lethal Injection,Texas,Male,2002,11,19,1
808,White,Lethal Injection,Missouri,Male,2002,11,20,1
809,White,Lethal Injection,Texas,Male,2002,11,20,1
810,Latino,Lethal Injection,Texas,Male,2002,12,04,1
811,White,Lethal Injection,North Carolina,Male,2002,12,06,1
812,Black,Lethal Injection,Florida,Male,2002,12,09,1
813,Black,Lethal Injection,North Carolina,Male,2002,12,10,1
814,White,Lethal Injection,Oklahoma,Male,2002,12,10,1
815,White,Lethal Injection,Texas,Male,2002,12,11,1
816,White,Lethal Injection,Mississippi,Male,2002,12,11,1
817,White,Lethal Injection,Alabama,Male,2002,12,12,1
818,White,Lethal Injection,Oklahoma,Male,2002,12,12,1
819,Black,Lethal Injection,Oklahoma,Male,2002,12,17,1
820,White,Lethal Injection,Texas,Male,2003,01,14,1
821,Latino,Lethal Injection,Texas,Male,2003,01,15,1
822,White,Lethal Injection,Oklahoma,Male,2003,01,16,1
823,White,Lethal Injection,Texas,Male,2003,01,22,1
824,Black,Lethal Injection,Texas,Male,2003,01,28,1
825,White,Lethal Injection,Texas,Male,2003,01,29,1
826,White,Lethal Injection,Texas,Male,2003,01,30,1
827,Latino,Lethal Injection,Texas,Male,2003,02,04,1
828,White,Lethal Injection,Missouri,Male,2003,02,05,1
829,Black,Lethal Injection,Texas,Male,2003,02,06,1
830,White,Lethal Injection,Ohio,Male,2003,02,12,1
831,Black,Lethal Injection,Oklahoma,Male,2003,02,13,1
832,Black,Lethal Injection,Texas,Male,2003,02,25,1
833,Black,Lethal Injection,Florida,Male,2003,02,26,1
834,White,Lethal Injection,Texas,Male,2003,03,11,1
835,White,Lethal Injection,Alabama,Male,2003,03,13,1
836,Black,Lethal Injection,Federal,Male,2003,03,18,1
837,Black,Lethal Injection,Oklahoma,Male,2003,03,18,1
838,Black,Lethal Injection,Texas,Male,2003,03,20,1
839,Black,Lethal Injection,Oklahoma,Male,2003,03,25,1
840,White,Lethal Injection,Georgia,Male,2003,03,25,1
841,White,Lethal Injection,Texas,Male,2003,03,26,1
842,White,Lethal Injection,Oklahoma,Male,2003,04,03,1
843,White,Lethal Injection,Oklahoma,Male,2003,04,08,1
844,White,Electrocution,Virginia,Male,2003,04,09,1
845,Black,Lethal Injection,Oklahoma,Male,2003,04,17,1
846,Latino,Lethal Injection,Texas,Male,2003,04,22,1
847,White,Lethal Injection,Alabama,Male,2003,04,24,1
848,White,Lethal Injection,Ohio,Male,2003,04,29,1
849,White,Lethal Injection,Indiana,Male,2003,05,02,1
850,White,Lethal Injection,Texas,Male,2003,05,06,1
851,White,Lethal Injection,Georgia,Male,2003,05,06,1
852,White,Lethal Injection,Texas,Male,2003,05,15,1
853,White,Lethal Injection,Florida,Male,2003,05,16,1
854,White,Lethal Injection,Oklahoma,Male,2003,05,27,1
855,Black,Lethal Injection,Oklahoma,Male,2003,06,05,1
856,Black,Lethal Injection,Texas,Male,2003,06,11,1
857,White,Lethal Injection,Indiana,Male,2003,06,13,1
858,Black,Lethal Injection,Ohio,Male,2003,06,18,1
859,White,Lethal Injection,Oklahoma,Male,2003,07,01,1
860,White,Lethal Injection,Texas,Male,2003,07,02,1
861,White,Lethal Injection,Oklahoma,Male,2003,07,08,1
862,Black,Lethal Injection,Texas,Male,2003,07,09,1
863,Black,Lethal Injection,Arkansas,Male,2003,07,09,1
864,Black,Lethal Injection,Oklahoma,Male,2003,07,22,1
865,White,Lethal Injection,Virginia,Male,2003,07,22,1
866,Black,Lethal Injection,Texas,Male,2003,07,23,1
867,White,Lethal Injection,Oklahoma,Male,2003,07,24,1
868,White,Lethal Injection,Texas,Male,2003,07,24,1
869,White,Lethal Injection,Oklahoma,Male,2003,07,29,1
870,White,Lethal Injection,Alabama,Male,2003,08,07,1
872,White,Lethal Injection,Florida,Male,2003,09,03,1
873,White,Lethal Injection,Texas,Male,2003,09,10,1
874,Native American,Lethal Injection,North Carolina,Male,2003,09,12,1
875,White,Lethal Injection,North Carolina,Male,2003,09,26,1
876,White,Lethal Injection,North Carolina,Male,2003,10,03,1
878,White,Lethal Injection,Georgia,Male,2003,11,04,1
879,White,Lethal Injection,North Carolina,Male,2003,11,07,1
880,Black,Lethal Injection,North Carolina,Male,2003,11,14,1
881,White,Lethal Injection,Texas,Male,2003,11,20,1
882,White,Lethal Injection,Texas,Male,2003,12,03,1
883,White,Lethal Injection,Texas,Male,2003,12,04,1
884,Black,Lethal Injection,North Carolina,Male,2003,12,05,1
885,Black,Lethal Injection,Texas,Male,2004,01,06,1
886,Black,Lethal Injection,Arkansas,Male,2004,01,06,1
887,White,Lethal Injection,North Carolina,Male,2004,01,09,1
888,Black,Lethal Injection,Oklahoma,Male,2004,01,13,1
889,Black,Lethal Injection,Ohio,Male,2004,01,14,1
890,Black,Lethal Injection,Texas,Male,2004,01,14,1
891,White,Lethal Injection,Texas,Male,2004,01,21,1
892,White,Lethal Injection,Texas,Male,2004,01,28,1
893,White,Lethal Injection,Ohio,Male,2004,02,03,1
894,Black,Lethal Injection,Florida,Male,2004,02,04,1
895,Black,Lethal Injection,Texas,Male,2004,02,11,1
896,Black,Lethal Injection,Texas,Male,2004,02,12,1
897,White,Lethal Injection,Oklahoma,Male,2004,02,17,1
898,White,Lethal Injection,Texas,Male,2004,02,17,1
899,Black,Lethal Injection,Texas,Male,2004,03,03,1
901,White,Lethal Injection,Virginia,Male,2004,03,18,1
902,White,Lethal Injection,South Carolina,Male,2004,03,19,1
903,Asian,Lethal Injection,Oklahoma,Male,2004,03,23,1
904,White,Lethal Injection,Nevada,Male,2004,03,26,1
905,White,Lethal Injection,Ohio,Male,2004,03,30,1
906,White,Lethal Injection,Virginia,Male,2004,03,31,1
907,White,Lethal Injection,South Carolina,Male,2004,04,16,1
908,White,Lethal Injection,South Carolina,Male,2004,04,23,1
909,Black,Lethal Injection,Texas,Male,2004,05,18,1
910,White,Lethal Injection,Florida,Male,2004,05,26,1
911,White,Electrocution,South Carolina,Male,2004,05,28,1
912,White,Lethal Injection,Ohio,Male,2004,06,08,1
913,White,Lethal Injection,Oklahoma,Male,2004,06,08,1
914,White,Lethal Injection,Maryland,Male,2004,06,17,1
915,White,Lethal Injection,Texas,Male,2004,06,30,1
916,White,Lethal Injection,Georgia,Male,2004,07,01,1
917,White,Lethal Injection,Ohio,Male,2004,07,14,1
918,White,Lethal Injection,Georgia,Male,2004,07,19,1
919,White,Lethal Injection,Ohio,Male,2004,07,20,1
920,White,Lethal Injection,Virginia,Male,2004,07,22,1
921,White,Lethal Injection,Alabama,Male,2004,08,05,1
922,White,Lethal Injection,Nevada,Male,2004,08,12,1
923,White,Lethal Injection,Virginia,Male,2004,08,18,1
924,White,Lethal Injection,Texas,Male,2004,08,25,1
925,White,Lethal Injection,Oklahoma,Male,2004,08,26,1
926,Black,Lethal Injection,Texas,Male,2004,08,26,1
927,Black,Lethal Injection,Virginia,Male,2004,09,09,1
928,Latino,Lethal Injection,Texas,Male,2004,09,21,1
929,White,Lethal Injection,Alabama,Male,2004,09,30,1
930,Black,Lethal Injection,Texas,Male,2004,10,05,1
931,Latino,Lethal Injection,Texas,Male,2004,10,06,1
932,Black,Lethal Injection,North Carolina,Male,2004,10,08,1
933,White,Lethal Injection,Texas,Male,2004,10,12,1
934,Black,Lethal Injection,Ohio,Male,2004,10,13,1
935,White,Lethal Injection,Texas,Male,2004,10,20,1
936,White,Lethal Injection,North Carolina,Male,2004,10,22,1
937,Black,Lethal Injection,Texas,Male,2004,10,26,1
938,Black,Lethal Injection,Texas,Male,2004,11,02,1
939,White,Lethal Injection,Texas,Male,2004,11,04,1
940,Black,Lethal Injection,Texas,Male,2004,11,09,1
941,Black,Lethal Injection,Texas,Male,2004,11,10,1
942,White,Lethal Injection,North Carolina,Male,2004,11,12,1
943,Latino,Lethal Injection,Texas,Male,2004,11,17,1
944,White,Lethal Injection,Texas,Male,2005,01,04,1
945,White,Lethal Injection,California,Male,2005,01,19,1
946,White,Lethal Injection,Texas,Male,2005,01,25,1
947,White,Lethal Injection,Georgia,Male,2005,01,25,1
948,White,Lethal Injection,Texas,Male,2005,02,17,1
949,White,Lethal Injection,Georgia,Male,2005,03,01,1
950,Black,Lethal Injection,Ohio,Male,2005,03,08,1
951,White,Lethal Injection,Texas,Male,2005,03,08,1
952,White,Lethal Injection,Indiana,Male,2005,03,10,1
953,White,Lethal Injection,North Carolina,Male,2005,03,11,1
954,White,Lethal Injection,Oklahoma,Male,2005,03,15,1
955,Black,Lethal Injection,Missouri,Male,2005,03,16,1
956,White,Lethal Injection,Florida,Male,2005,04,05,1
957,White,Lethal Injection,South Carolina,Male,2005,04,15,1
958,White,Lethal Injection,Texas,Male,2005,04,20,1
959,White,Lethal Injection,Indiana,Male,2005,04,21,1
960,Black,Lethal Injection,Missouri,Male,2005,04,27,1
961,White,Lethal Injection,Alabama,Male,2005,04,28,1
962,White,Lethal Injection,Texas,Male,2005,05,03,1
963,Black,Lethal Injection,North Carolina,Male,2005,05,06,1
964,Black,Lethal Injection,Oklahoma,Male,2005,05,12,1
965,White,Lethal Injection,Connecticut,Male,2005,05,13,1
966,Black,Lethal Injection,Missouri,Male,2005,05,18,1
967,Black,Lethal Injection,Texas,Male,2005,05,18,1
968,White,Lethal Injection,Texas,Male,2005,05,19,1
969,White,Lethal Injection,Indiana,Male,2005,05,25,1
